celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_avg_score,week1_score_std,week2_avg_score,week2_score_std,week3_avg_score,week3_score_std,week4_avg_score,week4_score_std,week5_avg_score,week5_score_std,week6_avg_score,week6_score_std,week7_avg_score,week7_score_std,week8_avg_score,week8_score_std,week9_avg_score,week9_score_std,week10_avg_score,week10_score_std,week11_avg_score,week11_score_std,weeks_survived,season_avg_score,season_score_std,season_max_score,season_min_score,early_avg_score,late_avg_score,score_improvement,is_Actor_Actress,is_Athlete,is_TV_Personality,is_Singer_Rapper,is_Model,is_Comedian,is_Social_Media_Personality,is_Radio_Personality,age_group,is_international,week1_participated,week2_participated,week3_participated,week4_participated,week5_participated,week6_participated,week7_participated,week8_participated,week9_participated,week10_participated,week11_participated,total_weeks_participated,consecutive_weeks
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,7.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,9.0,,8.0,8.0,8.0,,9.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.333333333333333,0.5773502691896258,8.333333333333334,0.5773502691896257,8.666666666666666,0.5773502691896257,8.0,0.0,9.333333333333334,0.5773502691896257,,,,,,,,,,,,,5.0,8.333333333333332,0.7453559924999301,9.333333333333334,7.333333333333333,8.111111111111112,,,0,0,0,1,0,0,0,0,25-35,0,1,1,1,1,1,0,0,0,0,0,0,5,5
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,International,Chile,25,17,Eliminated Week 7,8,8.0,8.0,7.0,,6.0,7.0,7.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,7.666666666666667,0.5773502691896258,6.666666666666667,0.5773502691896258,8.333333333333334,0.5773502691896257,8.0,0.0,9.0,0.0,10.0,0.0,9.0,0.0,,,,,,,,,7.0,8.380952380952381,1.0788981249502494,10.0,6.666666666666667,7.555555555555556,,,0,0,1,0,0,0,0,0,<25,1,1,1,1,1,1,1,1,0,0,0,0,7,7
Jack Osbourne,Cheryl Burke,TV Personality,International,England,27,17,3rd Place,3,8.0,8.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.6666,9.6666,8.6666,,10.0,9.0,9.5,,10.0,10.0,10.0,,9.0,9.0,9.0,,9.0,8.5,9.0,9.0,9.3333,9.3333,9.3333,,7.666666666666667,0.5773502691896258,8.0,0.0,7.333333333333333,0.5773502691896258,8.0,0.0,9.0,0.0,8.999933333333333,0.5773502691896258,9.5,0.5,10.0,0.0,9.0,0.0,8.875,0.25,9.3333,0.0,11.0,8.700748484848484,0.8334988474781921,10.0,7.333333333333333,7.666666666666667,9.069433333333334,1.4027666666666674,0,0,1,0,0,0,0,0,25-35,1,1,1,1,1,1,1,1,1,1,1,1,11,11
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,5.0,4.0,5.0,,6.0,5.0,6.0,,6.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.666666666666667,0.5773502691896258,5.666666666666667,0.5773502691896258,5.333333333333333,0.5773502691896258,,,,,,,,,,,,,,,,,3.0,5.222222222222222,0.5091750772173155,5.666666666666667,4.666666666666667,5.222222222222222,,,0,0,1,0,0,0,0,0,>50,0,1,1,1,0,0,0,0,0,0,0,0,3,3
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,5.0,5.0,5.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,5.0,5.0,,,1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,2,2
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.5,8.5,9.0,10.0,9.0,9.0,10.0,,,,,,,,,,,,,8.0,0.0,8.0,0.0,9.0,0.0,8.0,0.0,9.75,0.5,9.0,0.0,9.0,0.408248290463863,9.5,0.5773502691896257,,,,,,,8.0,8.78125,0.6999681115185585,9.75,8.0,8.333333333333334,,,1,0,0,0,0,0,0,0,35-50,0,1,1,1,1,1,1,1,1,0,0,0,8,8
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,7.0,7.0,7.0,,9.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0,9.0,8.5,9.5,8.0,9.0,8.0,9.0,10.0,9.0,9.5,9.5,9.5,9.5,9.5,9.5,10.0,,,,,,7.0,0.0,8.333333333333334,0.5773502691896257,9.0,0.0,8.75,0.5,10.0,0.0,8.75,0.5,8.75,0.6454972243679028,9.0,0.816496580927726,9.5,0.0,9.666666666666666,0.2886751345948129,,,10.0,8.875000000000002,0.8279921422660488,10.0,7.0,8.111111111111112,9.583333333333332,1.4722222222222197,1,0,0,0,0,0,0,0,<25,0,1,1,1,1,1,1,1,1,1,1,0,10,10
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,9.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.5,9.0,9.5,9.0,9.0,9.0,9.0,8.5,9.5,9.5,8.5,8.6666,8.6666,8.6666,,,,,,8.333333333333334,0.5773502691896257,7.0,0.0,8.0,0.0,7.0,0.0,8.75,0.5,8.0,0.0,9.25,0.28867513459481287,9.0,0.0,9.0,0.5773502691896257,8.6666,0.0,,,11.0,8.299993333333335,0.8014228091107484,9.25,7.0,7.777777777777779,8.833300000000001,1.0555222222222227,1,0,0,0,0,0,0,0,35-50,0,1,1,1,1,1,1,1,1,1,1,0,10,10
Sean Avery,Karina Smirnoff,Athlete,International,Canada,33,18,Eliminated Week 2,11,7.0,6.0,7.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.666666666666667,0.5773502691896258,7.0,0.0,,,,,,,,,,,,,,,,,,,2.0,6.833333333333334,0.23570226039551562,7.0,6.666666666666667,6.833333333333334,,,0,1,0,0,0,0,0,0,25-35,1,1,1,0,0,0,0,0,0,0,0,0,2,2
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,6.0,,6.0,6.0,6.0,,,0,1,0,0,0,0,0,0,>50,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9.0,9.0,9.0,,9.0,7.0,9.0,,9.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,8.5,10.0,8.0,9.0,10.0,10.0,10.0,10.0,9.5,9.5,9.5,9.5,,,,,,,,,9.0,0.0,8.333333333333334,1.1547005383792517,9.0,0.0,8.25,0.9574271077563381,9.25,0.5,9.0,0.0,8.875,0.8539125638299665,10.0,0.0,9.5,0.0,,,,,9.0,9.023148148148149,0.5397044229923734,10.0,8.25,8.777777777777779,9.5,0.7222222222222214,0,1,0,0,0,0,0,0,25-35,0,1,1,1,1,1,1,1,1,1,0,0,9,9
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,9.5,9.5,9.0,9.5,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,9.6666,10.0,,,,,,8.0,0.0,8.0,0.0,9.0,0.0,8.5,0.5773502691896257,9.25,0.5,9.5,0.5773502691896257,9.375,0.25,10.0,0.0,9.75,0.28867513459481287,9.888866666666667,0.1924885797478208,,,11.0,9.126386666666667,0.737561527075689,10.0,8.0,8.333333333333334,9.819433333333333,1.4860999999999986,0,1,0,0,0,0,0,0,25-35,0,1,1,1,1,1,1,1,1,1,1,0,10,10
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,8.0,8.0,8.0,,8.0,9.0,8.0,,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,8.0,0.0,8.333333333333334,0.5773502691896257,9.75,0.5,9.75,0.5,9.0,0.0,10.0,0.0,9.75,0.5,9.0,0.816496580927726,10.0,0.0,10.0,0.0,,,11.0,9.358333333333334,0.7339328357604716,10.0,8.0,8.694444444444445,10.0,1.3055555555555554,0,1,0,0,0,0,0,0,25-35,0,1,1,1,1,1,1,1,1,1,1,0,10,10
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,7.5,0.5773502691896257,8.25,0.5,7.0,0.0,8.0,0.816496580927726,,,,,,,,,,,6.0,7.458333333333333,0.557150488348226,8.25,7.0,7.166666666666667,,,0,0,0,0,0,1,0,0,>50,0,1,1,1,1,1,1,0,0,0,0,0,6,6
Cody Simpson,Witney Carson,Singer/Rapper,International,Australia,17,18,Eliminated Week 5,9,7.0,7.0,8.0,,7.0,7.0,8.0,,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,7.333333333333333,0.5773502691896258,7.333333333333333,0.5773502691896258,8.75,0.5,7.75,0.5,8.5,0.5773502691896257,,,,,,,,,,,,,5.0,7.933333333333333,0.6598610964943052,8.75,7.333333333333333,7.8055555555555545,,,0,0,0,1,0,0,0,0,<25,1,1,1,1,1,1,0,0,0,0,0,0,5,5
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,7.5,8.5,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,7.75,0.5,8.0,0.0,9.0,0.0,8.25,0.5,8.25,0.6454972243679028,,,,,,,,,7.0,7.892857142857143,0.7196229171289243,9.0,7.0,7.25,,,0,0,1,0,0,0,0,0,35-50,0,1,1,1,1,1,1,1,0,0,0,0,7,7
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,International,Italy,42,19,Eliminated Week 7,8,6.0,6.0,6.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,,,,,,,,,,,,,,,,,6.25,0.5,7.75,0.5,7.25,0.5,7.25,0.5,7.0,0.816496580927726,7.0,0.0,7.375,0.25,,,,,,,,,7.0,7.125,0.462105687767059,7.75,6.25,7.083333333333333,,,1,0,0,0,0,0,0,0,35-50,1,1,1,1,1,1,1,1,0,0,0,0,7,7
Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,8.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,7.5,0.5773502691896257,7.5,0.5773502691896257,8.0,0.0,6.0,0.0,6.0,0.0,8.0,0.0,,,,,,,,,,,6.0,7.166666666666667,0.9309493362512629,8.0,6.0,7.666666666666667,,,1,0,0,0,0,0,0,0,25-35,0,1,1,1,1,1,1,0,0,0,0,0,6,6
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.5,8.5,9.0,9.0,8.0,8.0,8.0,8.0,8.5,9.0,8.5,9.0,,,,,,,,,8.0,0.0,8.75,0.5,7.75,0.5,9.75,0.5,8.5,0.5773502691896257,8.0,0.0,8.75,0.28867513459481287,8.0,0.0,8.75,0.28867513459481287,,,,,9.0,8.472222222222221,0.6180165405913052,9.75,7.75,8.166666666666666,8.75,0.5833333333333339,1,0,0,0,0,0,0,0,>50,0,1,1,1,1,1,1,1,1,1,0,0,9,9
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,7.0,7.0,7.0,8.0,9.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,8.0,7.0,9.0,9.0,8.5,8.0,8.5,8.5,10.75,10.75,10.75,10.75,9.5,9.5,10.0,9.5,9.5,9.5,10.0,10.0,9.6666,10.0,9.6666,9.6666,7.25,0.5,8.5,0.5773502691896257,10.0,0.0,9.0,0.0,8.25,0.5,8.25,0.9574271077563381,8.375,0.25,10.75,0.0,9.625,0.25,9.75,0.28867513459481287,9.749950000000002,0.16669999999999965,11.0,9.04545,1.0189922607655075,10.75,7.25,8.583333333333334,9.708316666666667,1.1249833333333328,1,0,0,0,0,0,0,0,<25,0,1,1,1,1,1,1,1,1,1,1,1,11,11
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,10.0,9.0,10.0,8.5,8.5,8.5,8.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,10.0,9.5,9.0,9.5,9.5,10.0,10.0,10.0,10.0,9.0,0.0,8.0,0.0,8.0,0.0,10.0,0.0,8.5,0.5773502691896257,9.75,0.5,8.5,0.0,10.25,0.5773502691896257,9.625,0.25,9.375,0.25,10.0,0.0,11.0,9.181818181818182,0.8241731393562663,10.25,8.0,8.333333333333334,9.666666666666666,1.3333333333333321,1,0,0,0,0,0,0,0,35-50,0,1,1,1,1,1,1,1,1,1,1,1,11,11
Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,Eliminated Week 1,13,6.0,6.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,0.5773502691896257,,,,,,,,,,,,,,,,,,,,,1.0,5.5,,5.5,5.5,5.5,,,0,1,0,0,0,0,0,0,25-35,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75,0.5,7.0,0.0,6.5,0.5773502691896257,,,,,,,,,,,,,,,,,3.0,7.083333333333333,0.6291528696058959,7.75,6.5,7.083333333333333,,,0,1,0,0,0,0,0,0,>50,0,1,1,1,0,0,0,0,0,0,0,0,3,3
Tommy Chong,Peta Murgatroyd,Comedian,International,Canada,76,19,Eliminated Week 10,5,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,7.5,6.75,7.75,7.75,6.75,7.0,7.5,7.0,7.0,8.0,7.5,8.0,7.5,,,,,6.75,0.5,7.0,0.0,8.5,1.0,7.0,0.0,5.75,0.5,7.0,0.0,7.5,0.0,7.25,0.5773502691896257,7.125,0.25,7.75,0.28867513459481287,,,10.0,7.1625,0.7072295321259648,8.5,5.75,7.416666666666667,7.4375,0.020833333333333037,0,0,0,0,0,1,0,0,,1,1,1,1,1,1,1,1,1,1,1,0,10,10
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,6.0,7.0,8.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,7.0,0.0,7.25,1.2583057392117916,7.25,0.5,,,,,,,,,,,,,,,4.0,6.625,1.0897247358851685,7.25,5.0,6.416666666666667,,,0,0,0,0,0,0,0,0,>50,0,1,1,1,1,0,0,0,0,0,0,0,4,4
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,,,,,,,,,,,,,6.25,0.5,6.0,0.0,7.0,0.0,6.25,0.5,5.0,0.0,7.5,0.5773502691896257,7.0,0.0,6.25,0.5,,,,,,,8.0,6.40625,0.7669221882675862,7.5,5.0,6.416666666666667,,,0,0,0,0,0,0,0,0,>50,0,1,1,1,1,1,1,1,1,0,0,0,8,8
Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25,0.5,7.0,0.0,,,,,,,,,,,,,,,,,,,2.0,7.125,0.1767766952966369,7.25,7.0,7.125,,,0,0,0,0,0,0,0,1,35-50,0,1,1,0,0,0,0,0,0,0,0,0,2,2
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.5,9.0,9.5,9.5,9.75,9.75,9.75,10.75,9.0,9.5,9.5,9.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,8.0,0.0,8.25,0.5,10.0,0.0,8.25,0.5,8.0,0.0,9.0,0.0,9.375,0.25,10.0,0.5,9.25,0.28867513459481287,9.5,0.0,9.5,0.0,11.0,9.011363636363637,0.7633285364411936,10.0,8.0,8.75,9.416666666666666,0.6666666666666661,0,0,0,0,0,0,1,0,<25,0,1,1,1,1,1,1,1,1,1,1,1,11,11
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,8.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,7.5,7.5,8.0,8.0,9.0,9.0,10.0,10.0,9.0,9.5,9.0,9.0,9.0,9.5,9.5,9.0,10.0,9.6666,10.0,9.6666,8.5,0.5773502691896257,7.75,0.5,8.0,0.0,9.25,0.5,9.0,0.0,8.75,0.9574271077563381,7.75,0.28867513459481287,9.5,0.5773502691896257,9.125,0.25,9.25,0.28867513459481287,9.833300000000001,0.1924885797478208,11.0,8.791663636363637,0.7102865228521901,9.833300000000001,7.75,8.083333333333334,9.402766666666666,1.3194333333333326,0,0,1,0,0,0,0,0,<25,0,1,1,1,1,1,1,1,1,1,1,1,11,11
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,6.25,0.5,7.0,0.0,6.25,0.5,7.0,0.0,7.0,0.0,,,,,,,,,,,,,5.0,6.7,0.41079191812887456,7.0,6.25,6.5,,,1,0,0,0,0,0,0,0,>50,0,1,1,1,1,1,0,0,0,0,0,0,5,5
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.5,9.5,10.5,,,,,,,,,,,,,,,,,6.25,0.5,8.0,0.0,8.0,0.0,9.75,0.5,8.5,0.5773502691896257,9.125,0.47871355387816905,9.75,0.5,,,,,,,,,7.0,8.482142857142858,1.229897885811586,9.75,6.25,7.416666666666667,,,1,0,0,0,0,0,0,0,<25,0,1,1,1,1,1,1,1,0,0,0,0,7,7
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.5,9.5,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,7.75,0.5,8.0,0.0,8.5,1.0,8.5,0.5773502691896257,9.5,0.5773502691896257,9.5,0.7071067811865476,9.25,0.5,9.75,0.5,10.0,0.0,10.0,0.0,,,11.0,9.075,0.825378700960959,10.0,7.75,8.083333333333334,10.0,1.916666666666666,1,0,0,0,0,0,0,0,<25,0,1,1,1,1,1,1,1,1,1,1,0,10,10
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,,,,,8.0,0.0,8.0,0.0,8.25,0.5,8.75,0.5,9.75,0.5,8.875,0.47871355387816905,9.25,0.5,10.0,0.0,9.75,0.28867513459481287,10.0,0.0,,,11.0,9.0625,0.8020156897883399,10.0,8.0,8.083333333333334,9.875,1.791666666666666,1,0,0,0,0,0,0,0,25-35,0,1,1,1,1,1,1,1,1,1,1,0,10,10
Nastia Liukin,Derek Hough,Athlete,International,Russia,25,20,Eliminated Week 9,4,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.5,8.5,9.0,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,,,,,,,,,7.5,0.5773502691896257,8.5,0.5773502691896257,8.5,0.5773502691896257,9.0,0.816496580927726,9.5,0.5773502691896257,9.125,0.47871355387816905,10.25,0.5773502691896257,9.5,0.0,10.0,0.0,,,,,9.0,9.097222222222221,0.8472791419859481,10.25,7.5,8.166666666666666,10.0,1.833333333333334,0,1,0,0,0,0,0,0,<25,1,1,1,1,1,1,1,1,1,1,0,0,9,9
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,0.5773502691896257,7.0,0.0,6.0,0.0,7.5,0.5773502691896257,,,,,,,,,,,,,,,4.0,6.75,0.6454972243679028,7.5,6.0,6.5,,,0,1,0,0,0,0,0,0,<25,0,1,1,1,1,0,0,0,0,0,0,0,4,4
Robert Herjavec,Kym Johnson,Entrepreneur,International,Croatia,52,20,Eliminated Week 8,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,6.0,6.0,6.0,6.0,8.5,8.0,8.5,8.5,7.0,8.0,8.0,8.0,7.5,7.5,8.5,7.5,,,,,,,,,,,,,7.0,0.0,7.0,0.0,7.25,0.5,8.5,0.5773502691896257,6.0,0.0,8.375,0.25,7.75,0.5,7.75,0.5,,,,,,,8.0,7.453125,0.8181465878959066,8.5,6.0,7.083333333333333,,,0,0,0,0,0,0,0,0,>50,1,1,1,1,1,1,1,1,1,0,0,0,8,8
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,6.0,5.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,0.5773502691896257,6.5,0.5773502691896257,5.5,0.5773502691896257,,,,,,,,,,,,,,,,,3.0,5.833333333333333,0.5773502691896258,6.5,5.5,5.833333333333333,,,0,0,0,0,1,0,0,0,<25,0,1,1,1,0,0,0,0,0,0,0,0,3,3
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.5,8.0,8.5,9.0,10.5,8.5,9.5,9.5,8.0,7.5,8.0,8.0,9.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,,,,,6.5,0.5773502691896257,6.75,0.5,7.5,0.5773502691896257,8.0,0.0,7.0,0.0,8.5,0.408248290463863,9.5,0.816496580927726,7.875,0.25,9.5,0.0,9.0,0.0,,,11.0,8.0125,1.0967914062796484,9.5,6.5,6.916666666666667,9.25,2.333333333333333,0,0,0,0,0,0,0,0,25-35,0,1,1,1,1,1,1,1,1,1,1,0,10,10
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,6.0,5.0,5.0,6.0,8.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,0.5773502691896257,7.75,0.5,,,,,,,,,,,,,,,,,,,2.0,6.625,1.590990257669732,7.75,5.5,6.625,,,0,0,0,1,0,0,0,0,35-50,0,1,1,0,0,0,0,0,0,0,0,0,2,2
