celebrity_name,season,ballroom_partner,celebrity_industry,celebrity_age,is_international,weeks_survived,season_avg_score,season_score_std,season_max_score,season_min_score,final_result,placement,fan_vote_estimate,fan_vote_std,fan_vote_ci_low,fan_vote_ci_high,fan_certainty,is_finalist,avg_fan_vote,fan_vote_records,is_Actor_Actress,is_Athlete,is_TV_Personality,is_Singer_Rapper,is_Model,is_Comedian,is_Social_Media_Personality,is_Radio_Personality
Meryl Davis,18,Maksim Chmerkoskiy,Athlete,27,0,11.0,9.358333333333334,0.7339328357604716,10.0,8.0,1st Place,1,0.6165793483219161,0.1498838837135217,0.3949926462871852,0.8966769970345972,0.8696530268521763,True,0.6165793483219161,1,0,1,0,0,0,0,0,0
Amy Purdy,18,Derek Hough,Athlete,34,0,11.0,9.126386666666669,0.737561527075689,10.0,8.0,2nd Place,2,0.26323232111430783,0.11063895771685854,0.06616220343233357,0.43047715497758227,0.9003826068335482,True,0.26323232111430783,1,0,1,0,0,0,0,0,0
Candace Cameron Bure,18,Mark Ballas,Actor/Actress,37,0,11.0,8.299993333333335,0.8014228091107484,9.25,7.0,3rd Place,3,0.12018833056377658,0.08556837789673681,0.008090700385734275,0.2791097232376721,0.9211764273545591,True,0.12018833056377658,1,1,0,0,0,0,0,0,0
James Maslow,18,Peta Murgatroyd,Actor/Actress,23,0,10.0,8.875000000000002,0.8279921422660488,10.0,7.0,Eliminated Week 10,4,0.06104477967637111,0.04745528262422003,0.004161564963722991,0.15364643080766788,0.9546946935001092,False,0.06104477967637111,1,1,0,0,0,0,0,0,0
Charlie White,18,Sharna Burgess,Athlete,26,0,9.0,9.023148148148149,0.5397044229923734,10.0,8.25,Eliminated Week 9,5,0.041711908519684725,0.03397538538763628,0.003079021819620321,0.1097191309229189,0.9671410114130531,False,0.041711908519684725,1,0,1,0,0,0,0,0,0
Danica McKellar,18,Valentin Chmerkovskiy,Actor/Actress,39,0,8.0,8.78125,0.6999681115185585,9.75,8.0,Eliminated Week 8,6,0.028878204682551048,0.02382327146513885,0.0020938173256786516,0.07729768852241657,0.9767310705576688,False,0.028878204682551048,1,1,0,0,0,0,0,0,0
NeNe Leakes,18,Tony Dovolani,TV Personality,46,0,7.0,7.892857142857143,0.7196229171289243,9.0,7.0,Eliminated Week 7,7,0.024617574745546333,0.01980528011252049,0.0018854823496534377,0.06429592664272331,0.9805793512754363,False,0.024617574745546333,1,0,0,1,0,0,0,0,0
Drew Carey,18,Cheryl Burke,Comedian,55,0,6.0,7.458333333333333,0.557150488348226,8.25,7.0,Eliminated Week 6,8,0.018924832318042074,0.015029056969267955,0.0014393687124355952,0.04860639612844545,0.9851934711956497,False,0.018924832318042074,1,0,0,0,0,0,1,0,0
Cody Simpson,18,Witney Carson,Singer/Rapper,17,1,5.0,7.933333333333333,0.6598610964943052,8.75,7.333333333333333,Eliminated Week 5,9,0.014073344321055153,0.011548879232836453,0.0011674241905832994,0.03709330110014713,0.9885829746145385,False,0.014073344321055153,1,0,0,0,1,0,0,0,0
Billy Dee Williams,18,Emma Slater,Actor/Actress,76,0,,5.0,0.0,5.0,5.0,Withdrew,10,,,,,,False,,0,1,0,0,0,0,0,0,0
Sean Avery,18,Karina Smirnoff,Athlete,33,1,2.0,6.833333333333334,0.2357022603955156,7.0,6.666666666666667,Eliminated Week 2,11,0.010310500827281804,0.008468964530618978,0.0006227524814672934,0.026426051816858077,0.991602156508048,False,0.010310500827281804,1,0,1,0,0,0,0,0,0
Diana Nyad,18,Henry Byalikov,Athlete,64,0,2.0,6.0,,6.0,6.0,Eliminated Week 2,12,,,,,,False,,0,0,1,0,0,0,0,0,0
Alfonso Ribeiro,19,Witney Carson,Actor/Actress,42,0,11.0,9.181818181818182,0.8241731393562663,10.25,8.0,1st Place,1,0.6006669095390202,0.13831162426613539,0.4019823810606939,0.8646386741696986,0.8784940596953806,True,0.3298191214523906,2,1,0,0,0,0,0,0,0
Sadie Robertson,19,Mark Ballas,TV Personality,17,0,11.0,8.791663636363637,0.7102865228521901,9.8333,7.75,2nd Place,2,0.28293622885295994,0.1032338618758646,0.09295726834440543,0.44140540951858387,0.9064261300860248,True,0.17184365170554847,2,0,0,1,0,0,0,0,0
Janel Parrish,19,Valentin Chmerkovskiy,Actor/Actress,25,0,11.0,9.04545,1.0189922607655075,10.75,7.25,3rd Place,3,0.11639686160802096,0.08060386694418734,0.009750371124878785,0.26331114002691236,0.9254084966657348,True,0.08955728224562501,2,1,0,0,0,0,0,0,0
Bethany Mota,19,Derek Hough,Social Media Personality,18,0,11.0,9.011363636363637,0.7633285364411936,10.0,8.0,Eliminated Week 11,4,0.06555433182939079,0.050141038283107266,0.0047637990780396225,0.16558233838646122,0.9522530436815575,False,0.06555433182939079,1,0,0,0,0,0,0,1,0
Tommy Chong,19,Peta Murgatroyd,Comedian,76,1,10.0,7.1625,0.7072295321259648,8.5,5.75,Eliminated Week 10,5,0.04929045415724902,0.037762669378448604,0.0041750406330821775,0.12591996989785098,0.9636114590621516,False,0.04929045415724902,1,0,0,0,0,0,1,0,0
Lea Thompson,19,Artem Chigvintsev,Actor/Actress,53,0,9.0,8.472222222222221,0.6180165405913052,9.75,7.75,Eliminated Week 9,6,0.028831348075606406,0.023727890682026097,0.002057717661002577,0.07523900951194173,0.976822072644501,False,0.028831348075606406,1,1,0,0,0,0,0,0,0
Michael Waltrip,19,Emma Slater,Racing Driver,51,0,8.0,6.40625,0.7669221882675862,7.5,5.0,Eliminated Week 8,7,0.03627267402587607,0.025662736926395233,0.0034962046501558898,0.08355009468579581,0.9749793611462391,False,0.03627267402587607,1,0,0,0,0,0,0,0,0
Antonio Sabato Jr.,19,Cheryl Burke,Actor/Actress,42,1,7.0,7.125,0.462105687767059,7.75,6.25,Eliminated Week 7,8,0.019559945623757274,0.015606233031609037,0.001777315477397851,0.050867430282676374,0.984633578916679,False,0.019559945623757274,1,1,0,0,0,0,0,0,0
Jonathan Bennett,19,Allison Holker,Actor/Actress,33,0,6.0,7.166666666666667,0.9309493362512627,8.0,6.0,Eliminated Week 6,9,0.014395290870690781,0.012211644063898052,0.0010094302200962658,0.03854366362959778,0.9879356811043293,False,0.014395290870690781,1,1,0,0,0,0,0,0,0
Betsey Johnson,19,Tony Dovolani,Fashion Designer,72,0,4.0,6.625,1.0897247358851685,7.25,5.0,Eliminated Week 4,10,0.013991378466227136,0.011706341452113423,0.0007933594163237272,0.037250403151248765,0.9884291113216596,False,0.013991378466227136,1,0,0,0,0,0,0,0,0
Randy Couture,19,Karina Smirnoff,Athlete,51,0,3.0,7.083333333333333,0.6291528696058959,7.75,6.5,Eliminated Week 3,11,0.013782882690796663,0.01070201544781751,0.0012186660943967185,0.03462389131746704,0.9894113049303898,False,0.013782882690796663,1,0,1,0,0,0,0,0,0
Tavis Smiley,19,Sharna Burgess,Radio Personality,50,0,2.0,7.125,0.1767766952966369,7.25,7.0,Eliminated Week 2,12,0.009192846993593757,0.007485928970674937,0.0006487379616267918,0.023944555472241506,0.9925696937739634,False,0.009192846993593757,1,0,0,0,0,0,0,0,1
Lolo Jones,19,Keo Motsepe,Athlete,32,0,1.0,5.5,,5.5,5.5,Eliminated Week 1,13,0.012512773572314088,0.009168065076659338,0.0009790151113413838,0.029802887618794894,0.9909152247341846,False,0.012512773572314088,1,0,1,0,0,0,0,0,0
Rumer Willis,20,Valentin Chmerkovskiy,Actor/Actress,26,0,11.0,9.0625,0.8020156897883399,10.0,8.0,1st Place,1,0.6183134291649967,0.15057799231351596,0.4015958931535025,0.8871416785870677,0.8691283917131576,True,0.6183134291649967,1,1,0,0,0,0,0,0,0
Riker Lynch,20,Allison Holker,Actor/Actress,23,0,11.0,9.075,0.825378700960959,10.0,7.75,2nd Place,2,0.26206817765785684,0.10846532908928556,0.06616546957168999,0.430479971460037,0.9021481987367158,True,0.26206817765785684,1,1,0,0,0,0,0,0,0
Noah Galloway,20,Sharna Burgess,Motivational Speaker,33,0,11.0,8.0125,1.0967914062796484,9.5,6.5,3rd Place,3,0.11961839317714659,0.08624126065959585,0.009101485887421157,0.28022857859377986,0.9206057956155819,True,0.11961839317714659,1,0,0,0,0,0,0,0,0
Nastia Liukin,20,Derek Hough,Athlete,25,1,9.0,9.09722222222222,0.8472791419859481,10.25,7.5,Eliminated Week 9,4,0.06338498540783237,0.04912817351677114,0.0038239120949433744,0.16118954630839774,0.9531723818338714,False,0.06338498540783237,1,0,1,0,0,0,0,0,0
Chris Soules,20,Witney Carson,TV Personality,33,0,8.0,7.09375,1.0685228455342315,8.75,5.25,Eliminated Week 8,5,0.033017112380406166,0.026545499483897877,0.002154984023326093,0.08405882324027264,0.9741409421236139,False,0.033017112380406166,1,0,0,1,0,0,0,0,0
Robert Herjavec,20,Kym Johnson,Entrepreneur,52,1,8.0,7.453125,0.8181465878959066,8.5,6.0,Eliminated Week 8,6,0.03389634831017123,0.027321369503502647,0.002136417335505822,0.0872227819016062,0.9734052358740412,False,0.03389634831017123,1,0,0,0,0,0,0,0,0
Willow Shields,20,Mark Ballas,Actor/Actress,14,0,7.0,8.482142857142858,1.229897885811586,9.75,6.25,Eliminated Week 7,7,0.01842513003337681,0.016041566205025743,0.0012296763116702734,0.0507534941279347,0.9842117028096184,False,0.01842513003337681,1,1,0,0,0,0,0,0,0
Patti LaBelle,20,Artem Chigvintsev,Singer/Rapper,70,0,6.0,6.916666666666667,1.0327955589886444,8.5,5.5,Eliminated Week 6,8,0.017989339022492654,0.015089331906766229,0.0011772123065010276,0.04854006349998305,0.9851349714429349,False,0.017989339022492654,1,0,0,0,1,0,0,0,0
Suzanne Somers,20,Tony Dovolani,Actor/Actress,68,0,5.0,6.7,0.4107919181288745,7.0,6.25,Eliminated Week 5,9,0.017364117433240556,0.0136660896315591,0.0010826601313305853,0.04416526006380458,0.9865181544777469,False,0.017364117433240556,1,1,0,0,0,0,0,0,0
Michael Sam,20,Peta Murgatroyd,Athlete,25,0,4.0,6.75,0.6454972243679028,7.5,6.0,Eliminated Week 4,10,0.013087192769704463,0.010450491435598881,0.0008117300949696674,0.03418224554936543,0.9896575918125871,False,0.013087192769704463,1,0,1,0,0,0,0,0,0
Charlotte McKinney,20,Keo Motsepe,Model,21,0,3.0,5.833333333333333,0.5773502691896258,6.5,5.5,Eliminated Week 3,11,0.015717810743958362,0.012050473096036298,0.0009296654038747806,0.0388635350112878,0.9880930117455785,False,0.015717810743958362,1,0,0,0,0,1,0,0,0
Redfoo,20,Emma Slater,Singer/Rapper,39,0,2.0,6.625,1.590990257669732,7.75,5.5,Eliminated Week 2,12,0.006645443928417718,0.006090200291910026,0.0004396385199537753,0.018488803952665014,0.9939466657262509,False,0.006645443928417718,1,0,0,0,1,0,0,0,0
Bindi Irwin,21,Derek Hough,TV Personality,17,1,11.0,9.280303030303031,0.9008273413867384,10.5,8.0,1st Place,1,0.6094138661526839,0.1446341228100791,0.39978075483595593,0.8759114699206122,0.8736416118235213,True,0.3362250621364954,2,0,0,1,0,0,0,0,0
Nick Carter,21,Sharna Burgess,Singer/Rapper,35,0,11.0,9.106060606060607,0.9369653357536982,11.0,7.5,2nd Place,2,0.27147398944020257,0.10599541029686012,0.08028347729431498,0.43703951268723357,0.9041628841222679,True,0.16590287812079452,2,0,0,0,1,0,0,0,0
Alek Skarlatos,21,Lindsay Arnold,Military,22,0,11.0,8.212118181818182,0.7847135487783831,9.5,7.25,3rd Place,3,0.11911214440711418,0.08414516275363215,0.008312887810291603,0.2774685370853689,0.9223857047520176,True,0.09296023949732601,2,0,0,0,0,0,0,0,0
Carlos PenaVega,21,Witney Carson,Actor/Actress,26,0,11.0,8.999993939393939,1.0321186410936145,10.5,7.5,Eliminated Week 11,4,0.062159358620119405,0.048224673590163976,0.004068576698600196,0.15707133067563855,0.9539939530091439,False,0.062159358620119405,1,1,0,0,0,0,0,0,0
Tamar Braxton,21,Valentin Chmerkovskiy,Singer/Rapper,38,0,,8.537037037037036,0.8641300127945712,10.0,7.25,Withdrew,5,,,,,,False,,0,0,0,0,1,0,0,0,0
Alexa PenaVega,21,Mark Ballas,Actor/Actress,27,0,9.0,8.518511111111112,1.159032429802261,10.0,7.0,Eliminated Week 9,6,0.02558471758641479,0.021353476851292404,0.0016470269022545172,0.06817306207837448,0.979092961119472,False,0.02558471758641479,1,1,0,0,0,0,0,0,0
Andy Grammer,21,Allison Holker,Singer/Rapper,31,0,8.0,8.197908333333334,1.107280560043747,10.0,7.0,Eliminated Week 8,7,0.025962427660234638,0.020284796057588456,0.0019522396724511873,0.06671064489040097,0.9801184961924655,False,0.025962427660234638,1,0,0,0,1,0,0,0,0
Hayes Grier,21,Emma Slater,Social Media Personality,15,0,7.0,7.976190476190476,0.8683134537528797,9.333333333333334,7.0,Eliminated Week 7,8,0.016173101575906575,0.014199187508094027,0.0009568107812765864,0.0440382514379107,0.985999606701538,False,0.016173101575906575,1,0,0,0,0,0,0,1,0
Paula Deen,21,Louis van Amstel,TV Personality,68,0,6.0,5.777777777777779,0.629520687742902,6.5,5.0,Eliminated Week 6,9,0.02526401919489887,0.018390416548633767,0.0019662495266486997,0.059773900763055686,0.9819416834155219,False,0.02526401919489887,1,0,0,1,0,0,0,0,0
Gary Busey,21,Anna Trebunskaya,Actor/Actress,71,0,4.0,5.520833333333333,0.5286907308520634,6.25,5.0,Eliminated Week 4,10,0.022250777370651002,0.015281832758242075,0.0019400691575709136,0.0509023377357674,0.9849481865377956,False,0.022250777370651002,1,1,0,0,0,0,0,0,0
Kim Zolciak-Biermann,21,Tony Dovolani,TV Personality,37,0,,5.083333333333334,1.5320646925708532,6.166666666666667,4.0,Withdrew,11,,,,,,False,,0,0,0,1,0,0,0,0,0
Victor Espinoza,21,Karina Smirnoff,Athlete,43,1,2.0,5.583333333333334,0.8249579113843056,6.166666666666667,5.0,Eliminated Week 2,12,0.0091299296146501,0.007324658690562289,0.0005837841116754621,0.02273567550385213,0.9927286018193145,False,0.0091299296146501,1,0,1,0,0,0,0,0,0
Chaka Khan,21,Keo Motsepe,Singer/Rapper,62,0,2.0,4.666666666666666,0.4714045207910319,5.0,4.333333333333333,Eliminated Week 2,13,0.012857333603180794,0.009301168007734305,0.0010346901044248,0.030223809814427665,0.9907845464737804,False,0.012857333603180794,1,0,0,0,1,0,0,0,0
Nyle DiMarco,22,Peta Murgatroyd,Model,26,0,11.0,8.69166,0.9844788057459454,9.666666666666666,6.666666666666667,1st Place,1,0.611784381007509,0.1415692769850953,0.40396694179139275,0.8725612278053629,0.8759871346932335,True,0.611784381007509,1,0,0,0,0,1,0,0,0
Paige VanZant,22,Mark Ballas,Athlete,22,0,11.0,8.69722,1.008742280120995,9.888866666666669,7.0,2nd Place,2,0.27314985713915135,0.10279400787962145,0.0886236363515526,0.4289412669423379,0.9067876619340117,True,0.27314985713915135,1,0,1,0,0,0,0,0,0
Ginger Zee,22,Valentin Chmerkovskiy,News Anchor,35,0,11.0,8.461106666666666,1.0651081207274244,10.0,7.0,3rd Place,3,0.11506576185334004,0.08103214694962202,0.008901483889896034,0.2699944644959447,0.925041871161489,True,0.11506576185334004,1,0,0,0,0,0,0,0,0
Wanya Morris,22,Lindsay Arnold,Singer/Rapper,42,0,9.0,8.564814814814817,0.8875858504816918,10.0,7.5,Eliminated Week 9,4,0.03848510891009268,0.031621131005688405,0.002273241412710258,0.10219102576802115,0.9693481162266789,False,0.03848510891009268,1,0,0,0,1,0,0,0,0
Antonio Brown,22,Sharna Burgess,Athlete,27,0,9.0,7.898148148148148,1.2288331311441478,9.166666666666666,6.333333333333333,Eliminated Week 9,5,0.042908315042208774,0.03507512102138526,0.0026279582924678313,0.11563323787682137,0.9661134536913861,False,0.042908315042208774,1,0,1,0,0,0,0,0,0
Jodie Sweetin,22,Keo Motsepe,Actor/Actress,34,0,8.0,7.958333333333334,1.1564175661505611,10.0,6.666666666666667,Eliminated Week 8,6,0.0246580527210676,0.021741123297125766,0.0014602127423238864,0.06861112896536331,0.9787214952971963,False,0.0246580527210676,1,1,0,0,0,0,0,0,0
Von Miller,22,Witney Carson,Athlete,27,0,7.0,7.464285714285714,0.7695855408997133,8.666666666666666,6.666666666666667,Eliminated Week 7,7,0.0165792898328223,0.014061199722293511,0.0009738776816540073,0.04443859475151201,0.9861337760224489,False,0.0165792898328223,1,0,1,0,0,0,0,0,0
Kim Fields,22,Sasha Farber,Actor/Actress,46,0,7.0,7.428571428571429,0.8325393042503717,8.666666666666666,6.333333333333333,Eliminated Week 7,8,0.016800217285731608,0.01453168960890621,0.0011068803137284278,0.04679777816076389,0.9856764556910902,False,0.016800217285731608,1,1,0,0,0,0,0,0,0
Doug Flutie,22,Karina Smirnoff,Athlete,53,0,6.0,6.388888888888889,0.7722022379508469,7.0,5.0,Eliminated Week 6,9,0.018836703432913923,0.01431444258345799,0.0018061825995360297,0.04675428685437861,0.9858875689998072,False,0.018836703432913923,1,0,1,0,0,0,0,0,0
Marla Maples,22,Tony Dovolani,TV Personality,52,0,4.0,6.916666666666667,0.1666666666666665,7.0,6.666666666666667,Eliminated Week 4,10,0.01433635543033184,0.011088494824930763,0.0009757459349936399,0.035875100975439,0.9890331114618699,False,0.01433635543033184,1,0,0,1,0,0,0,0,0
Mischa Barton,22,Artem Chigvintsev,Actor/Actress,30,1,3.0,5.444444444444444,0.5091750772173156,6.0,5.0,Eliminated Week 3,11,0.012891775599518552,0.010124284297947518,0.0009821346402484146,0.03266961928170733,0.9899771894851692,False,0.012891775599518552,1,1,0,0,0,0,0,0,0
Geraldo Rivera,22,Edyta Sliwinska,Journalist,72,0,2.0,4.333333333333333,0.0,4.333333333333333,4.333333333333333,Eliminated Week 2,12,0.016727912653223917,0.011660228041982482,0.001386332232563493,0.03789023592276179,0.988474165813012,False,0.016727912653223917,1,0,0,0,0,0,0,0,0
Laurie Hernandez,23,Valentin Chmerkovskiy,Athlete,16,0,11.0,9.140148484848488,1.1068378724359706,11.0,7.75,1st Place,1,0.6130719503294452,0.1446937149603402,0.4034513184634625,0.8753091820637388,0.8735961305026005,True,0.3360991349039356,2,0,1,0,0,0,0,0,0
James Hinchcliffe,23,Sharna Burgess,Racing Driver,29,1,11.0,9.113625757575758,1.2954212296341563,11.6666,7.25,2nd Place,2,0.27529877052497187,0.10677599959464366,0.08568578872105567,0.4351027716188739,0.9035251942274225,True,0.1673284497328725,2,0,0,0,0,0,0,0,0
Calvin Johnson Jr.,23,Lindsay Arnold,Athlete,30,0,11.0,8.530297727272727,1.1506422614982066,10.0,6.5,3rd Place,3,0.11162927914558511,0.07897358854541651,0.00821439795929633,0.26315742096497047,0.9268067454256389,True,0.08710220301886105,2,0,1,0,0,0,0,0,0
Jana Kramer,23,Gleb Savchenko,Singer/Rapper,32,0,11.0,8.545454545454545,1.3263429443626584,10.0,6.5,Eliminated Week 11,4,0.06747125558331726,0.05051009460422262,0.004946298475227602,0.16303982328333372,0.9519185061965042,False,0.06747125558331726,1,0,0,0,1,0,0,0,0
Terra Jole,23,Sasha Farber,TV Personality,36,0,10.0,8.245833333333334,1.0940442725824082,10.0,6.25,Eliminated Week 10,5,0.03832987962763718,0.03211944870122066,0.002376140114283728,0.10316018866749659,0.9688801051645345,False,0.03832987962763718,1,0,0,1,0,0,0,0,0
Marilu Henner,23,Derek Hough,Actor/Actress,64,0,9.0,7.740740740740741,0.9274408902664748,9.0,6.75,Eliminated Week 9,6,0.031011418098967743,0.025085547227337083,0.002075657945802943,0.07980218324698271,0.9755283378102553,False,0.031011418098967743,1,1,0,0,0,0,0,0,0
Ryan Lochte,23,Cheryl Burke,Athlete,32,0,8.0,7.25,1.0531509787903082,8.666666666666666,6.0,Eliminated Week 8,7,0.025340520626280873,0.02017058720062557,0.001773815529100675,0.06391776433608584,0.9802282211880132,False,0.025340520626280873,1,0,1,0,0,0,0,0,0
Maureen McCormick,23,Artem Chigvintsev,Actor/Actress,60,0,7.0,7.285714285714286,1.004454365030374,8.25,5.5,Eliminated Week 7,8,0.017423187108529286,0.015184709602058685,0.0010586518712435717,0.0476684625116699,0.9850424169528608,False,0.017423187108529286,1,1,0,0,0,0,0,0,0
Amber Rose,23,Maksim Chmerkoskiy,Model,32,0,6.0,6.875,0.945383520059452,8.0,6.0,Eliminated Week 6,9,0.018875566859043128,0.014424530819353036,0.0012460292291331676,0.047258304637380975,0.9857805776761901,False,0.018875566859043128,1,0,0,0,0,1,0,0,0
Vanilla Ice,23,Witney Carson,Singer/Rapper,48,0,4.0,6.541666666666667,0.8122328620674137,7.666666666666667,5.75,Eliminated Week 4,10,0.009872360605307783,0.008662165329534717,0.0005232662198842228,0.027174019173588096,0.9914122234110916,False,0.009872360605307783,1,0,0,0,1,0,0,0,0
Babyface,23,Allison Holker,Singer/Rapper,57,0,4.0,6.5625,0.6574889099191459,7.5,6.0,Eliminated Week 4,11,0.015620145513556104,0.011476207070595382,0.0011267802445494466,0.03638587183311748,0.9886540019524213,False,0.015620145513556104,1,0,0,0,1,0,0,0,0
Rick Perry,23,Emma Slater,Politician,66,0,3.0,5.416666666666667,0.3818813079129866,5.75,5.0,Eliminated Week 3,12,0.011769650735800686,0.00858536831584211,0.0010225047850888258,0.028400705738250008,0.9914877128049377,False,0.011769650735800686,1,0,0,0,0,0,0,0,0
Jake T. Austin,23,Jenna Johnson,Actor/Actress,21,0,2.0,5.75,0.3535533905932738,6.0,5.5,Eliminated Week 2,13,0.008868433495602951,0.0069522902355966575,0.0007320235154537077,0.02238895995073756,0.9930957103896451,False,0.008868433495602951,1,1,0,0,0,0,0,0,0
Rashad Jennings,24,Emma Slater,Athlete,32,0,11.0,8.791665,1.0374896251288492,9.91665,7.0,1st Place,1,0.5935435449532481,0.14025484118224724,0.3945165451958219,0.8472845157894262,0.8769969342670563,True,0.5935435449532481,1,0,1,0,0,0,0,0,0
David Ross,24,Lindsay Arnold,Athlete,40,0,11.0,7.8208325,0.7259635838022074,9.083325,6.75,2nd Place,2,0.2967582083932586,0.10294796521268257,0.11749434265565685,0.4515968966987721,0.9066610860532927,True,0.2967582083932586,1,0,1,0,0,0,0,0,0
Normani,24,Valentin Chmerkovskiy,Singer/Rapper,20,0,11.0,8.970830000000001,1.1463228651746515,10.5,6.75,3rd Place,3,0.10969824665349291,0.07661068387589429,0.0085231413771461,0.2522475165989572,0.928840866040741,True,0.10969824665349291,1,0,0,0,1,0,0,0,0
Simone Biles,24,Sasha Farber,Athlete,20,0,9.0,8.791666666666666,0.9100137361600648,10.0,7.25,Eliminated Week 9,4,0.05991035576777163,0.04559087363787676,0.003790143242684113,0.14637521509812196,0.956397024125455,False,0.05991035576777163,1,0,1,0,0,0,0,0,0
Bonner Bolton,24,Sharna Burgess,Athlete,29,0,8.0,7.109375,0.9098604190439636,8.0,5.5,Eliminated Week 8,5,0.05075469467558021,0.03808516447171671,0.0033034807820689206,0.12597834413758588,0.9633121002253238,False,0.05075469467558021,1,0,1,0,0,0,0,0,0
Nick Viall,24,Peta Murgatroyd,TV Personality,36,0,7.0,7.267857142857143,1.0368938275078166,8.5,6.0,Eliminated Week 7,6,0.023979271365214352,0.019274033750971354,0.0016623784300711984,0.06053242586161363,0.9810904299405704,False,0.023979271365214352,1,0,0,1,0,0,0,0,0
Nancy Kerrigan,24,Artem Chigvintsev,Athlete,47,0,7.0,8.125,0.8322910148099242,9.0,7.0,Eliminated Week 7,7,0.022569437065971743,0.0180038531930052,0.0017732842481620907,0.056624047928995544,0.9823145529984633,False,0.022569437065971743,1,0,1,0,0,0,0,0,0
Heather Morris,24,Maksim Chmerkoskiy,Actor/Actress,30,0,6.0,8.208333333333334,0.8278989471346528,9.25,7.0,Eliminated Week 6,8,0.013643378406444374,0.012474326868255338,0.0006186374806628306,0.038416715866678296,0.9876793647629165,False,0.013643378406444374,1,1,0,0,0,0,0,0,0
Erika Jayne,24,Gleb Savchenko,Singer/Rapper,45,0,5.0,7.0,0.7905694150420949,8.0,6.0,Eliminated Week 5,9,0.014384348984614537,0.01179607377138577,0.0009359140113102325,0.038021906789186474,0.9883414513288069,False,0.014384348984614537,1,0,0,0,1,0,0,0,0
Mr. T,24,Kym Herjavec,Actor/Actress,64,0,4.0,5.875,0.8539125638299665,7.0,5.0,Eliminated Week 4,10,0.014851880695494372,0.01154188448619543,0.0012049472563612992,0.037899516009887536,0.9885898106018042,False,0.014851880695494372,1,1,0,0,0,0,0,0,0
Charo,24,Keo Motsepe,Actor/Actress,66,1,3.0,5.833333333333333,0.5204164998665333,6.25,5.25,Eliminated Week 3,11,0.013204380282279469,0.010246143020565361,0.0009317889241118379,0.03304018467034276,0.9898577756605632,False,0.013204380282279469,1,1,0,0,0,0,0,0,0
Chris Kattan,24,Witney Carson,Comedian,46,0,2.0,4.875,0.8838834764831844,5.5,4.25,Eliminated Week 2,12,0.012519122645664032,0.009163096192859967,0.0010468200741027879,0.02985702679293364,0.9909201037697193,False,0.012519122645664032,1,0,0,0,0,0,1,0,0
Jordan Fisher,25,Lindsay Arnold,Actor/Actress,23,0,11.0,9.175,0.964213041875838,10.0,7.333333333333333,1st Place,1,0.6154781621387837,0.14794213643943852,0.40596331463424884,0.8867446838168146,0.8711240473336843,True,0.6154781621387837,1,1,0,0,0,0,0,0,0
Lindsey Stirling,25,Mark Ballas,Musician,31,0,11.0,8.883333333333335,0.919775871786702,10.0,7.333333333333333,2nd Place,2,0.2731688235862776,0.10957669877451076,0.07505704421645323,0.4384676717412405,0.9012445927392541,True,0.2731688235862776,1,0,0,0,0,0,0,0,0
Frankie Muniz,25,Witney Carson,Actor/Actress,31,0,11.0,8.380550833333334,1.2055518498051725,10.0,6.333333333333333,3rd Place,3,0.11135301427493736,0.08033925693031942,0.008108574356440211,0.2667595826579612,0.925635159127147,True,0.11135301427493736,1,1,0,0,0,0,0,0,0
Drew Scott,25,Emma Slater,TV Personality,39,1,10.0,7.8375,1.1948400507656165,9.5,5.333333333333333,Eliminated Week 10,4,0.06456216411697067,0.049274582313710735,0.005143992079699225,0.16238685032699499,0.9530393824988523,False,0.06456216411697067,1,0,0,1,0,0,0,0,0
Victoria Arlen,25,Valentin Chmerkovskiy,Athlete,22,0,9.0,8.175925925925926,1.088484902383147,9.5,6.333333333333333,Eliminated Week 9,5,0.03825904069337895,0.031384384062597616,0.0024043257885705055,0.10007630703808316,0.9695706231861149,False,0.03825904069337895,1,0,1,0,0,0,0,0,0
Terrell Owens,25,Cheryl Burke,Athlete,43,0,8.0,7.59375,1.3565226757563875,9.25,5.0,Eliminated Week 8,6,0.028406440512833322,0.02307564161086716,0.0019547109861611837,0.07586485673823805,0.9774448333316452,False,0.028406440512833322,1,0,1,0,0,0,0,0,0
Vanessa Lachey,25,Maksim Chmerkoskiy,TV Personality,36,1,7.0,8.071428571428571,0.7191632409931469,9.0,7.0,Eliminated Week 7,7,0.01564743161586309,0.013989099677915822,0.0008789117465679554,0.04420974510488335,0.9862038954044385,False,0.01564743161586309,1,0,0,1,0,0,0,0,0
Nikki Bella,25,Artem Chigvintsev,Athlete,33,0,7.0,7.738095238095239,1.044638617546681,9.0,6.5,Eliminated Week 7,8,0.02022121252922326,0.015783376531830633,0.0013350500914685128,0.0503743672045463,0.9844618676614697,False,0.02022121252922326,1,0,1,0,0,0,0,0,0
Nick Lachey,25,Peta Murgatroyd,Singer/Rapper,43,0,6.0,6.75,0.5552777082985894,7.333333333333333,6.0,Eliminated Week 6,9,0.022720463759809323,0.016589283518786937,0.0017506362233119077,0.05461571580185513,0.9836814298677581,False,0.022720463759809323,1,0,0,0,1,0,0,0,0
Sasha Pieterse,25,Gleb Savchenko,Actor/Actress,21,1,5.0,7.166666666666666,0.9428090415820636,8.0,6.0,Eliminated Week 5,10,0.012131354605764215,0.009861111166748544,0.0007988905862621986,0.031363870712931737,0.990235180800897,False,0.012131354605764215,1,1,0,0,0,0,0,0,0
